href,name,adress,phone,rate,rate_count,site,average_bill
https://yandex.ru/maps/org/tsentr_pravovoy_podderzhki_femida_imperial/236109535884/,Центр правовой поддержки Фемида-империал,"Озерковская наб., 22, Москва",+7 (903) 671-84-37,"4,9",Ещё нет отзывов,null,null
https://yandex.ru/maps/org/garant_spravedlivosti/1249054904/,Гарант Справедливости,"Верхняя Радищевская ул., 7, стр. 2, Москваофис 2, этаж 2",+7 (495) 940-76-80,"4,4",10 оценок,www.garant-spr.ru,банкротство
https://yandex.ru/maps/org/advokat_makarov_i_partnery/1050503242/,Адвокат Макаров и партнеры,"ул. Большая Якиманка, 35, стр. 1, Москваэтаж 3",+7 (495) 728-36-44,"4,2",6 оценок,null,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, налоговые дела, международное право"
https://yandex.ru/maps/org/kozyrev_i_partnyory/1077376378/,Козырев и партнёры,"Марксистская ул., 34, корп. 4, Москваэтаж 3",+7 (495) 911-67-60,"4,3",5 оценок,akozyrev.com,недоступно
https://yandex.ru/maps/org/edas/1098669537/,Эдас,"1-й Голутвинский пер., 1, Москваэтаж 3",+7 (495) 228-07-57,"4,5",15 оценок,www.edaslawfirm.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/fingard/32400370453/,Фингард,"Марксистская ул., 10, стр. 1, Москва• подъезд 1",null,"4,7",18 оценок,finguard.online,"арбитраж, взыскание долгов и убытков"
https://yandex.ru/maps/org/plesovskikh_i_partnery/160048370493/,Плесовских и партнеры,"Бродников пер., 7, Москваэтаж 1",+7 (495) 766-17-53,null,2 отзыва,www.pp-lawyers.com,"внесение изменений в документы, регистрация ООО, регистрация АО, регистрация НОУ, АНО, банкротство, регистрация ИП, ликвидация фирм, перерегистрация"
https://yandex.ru/maps/org/professionalny_pravovoy_alyans/67549519746/,Профессиональный правовой альянс,"Николоямская ул., 48, стр. 2, Москва",+7 (495) 925-95-54,"4,6",31 оценка,mos-arbitr.com,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/regionalnaya_yuridicheskaya_sluzhba/187363216473/,Региональная юридическая служба,"Марксистская ул., 22, стр. 1, Москва",null,"4,5",37 оценок,regurs24.ru,"арбитраж, взыскание долгов и убытков, восстановление утраченных документов, налоговые дела"
https://yandex.ru/maps/org/advokat_zharin_ye_ye_/172854601623/,Адвокат Жарин Е. Е.,"Котельническая наб., 1/15кБ, Москвацентральный вход, центральной части (парадный под шпилем), этаж 1",+7 (992) 126-02-70,"5,0",31 оценка,advokat-zharin.ru,разрешено со всеми животными
https://yandex.ru/maps/org/variant/127512481939/,Вариант,"Пятницкая ул., 2/38с1, Москва",+7 (919) 773-48-75,"4,6",1 отзыв,variantpravo.ru,null
https://yandex.ru/maps/org/bastion/120037553520/,Бастион,"Марксистская ул., 3, стр. 1, Москва",+7 (499) 504-04-99,"4,3",14 оценок,bastion-c.ru,банкротство
https://yandex.ru/maps/org/mezhdunarodnaya_konfederatsiya_obshchestv_potrebiteley/1938048618/,Международная конфедерация обществ потребителей,"Садовническая ул., 74, стр. 1, Москва",+7 (495) 722-16-27,"5,0",1 отзыв,konfop.ru,недоступно
https://yandex.ru/maps/org/digital_notarius/94361233657/,Digital Notarius,"Марксистская ул., 1, корп. 1, Москваофис 1, этаж 2",+7 (495) 155-82-46,"4,9",89 оценок,digitalnotarius.ru,доступно
https://yandex.ru/maps/org/pensionny_advokat_mansurova_m_p_/175039923590/,Пенсионный адвокат Мансурова М. П.,"ул. Большие Каменщики, 2, Москваэтаж 2",+7 (917) 521-71-98,"4,2",14 оценок,advokatpomosh.com,акции
https://yandex.ru/maps/org/ano_yuridicheskiy_tsentr_pravovaya_ekspertiza/1871448203/,АНО Юридический центр Правовая экспертиза,"Верхняя Радищевская ул., 7, стр. 3, Москва",+7 (968) 729-87-77,"3,8",6 оценок,ano-pe.ru,"обуви, землеустроительная, судебная, почерковедческая"
https://yandex.ru/maps/org/azbuka_advokata/223273944426/,Азбука Адвоката,"Марксистская ул., 3, стр. 1, Москва",+7 (915) 298-90-78,null,Ещё нет отзывов,abcadvokat.ru,"личный адвокат, семейное право, наследственное право, трудовое право, жилищное право, споры с банками, страховыми и кредитными организациями, судебное установление фактов, сопровождение сделок, защита прав потребителей, возмещение вреда здоровью, земельное право и недвижимость, уголовный адвокат, авто право, гражданское право, ознакомление с материалами дел в суде, экономические дела, представительство в суде, помощь в восстановлении документов"
https://yandex.ru/maps/org/advokat_usachev_a_v_/70064354633/,Адвокат Усачев А. В.,"ул. Большая Якиманка, 24, Москва",+7 (965) 245-64-61,"5,0",29 оценок,usachev.vip,"скидки, акции, спецпредложения"
https://yandex.ru/maps/org/advokatskiy_kabinet_sergeya_kislova/54977217939/,Адвокатский кабинет Сергея Кислова,"1-й Зачатьевский пер., 4, Москваофис 6-й",+7 (495) 127-11-00,null,3 отзыва,kislov.law,недоступно
https://yandex.ru/maps/org/double_pro/32918994311/,Double Pro,"ул. Большая Полянка, 7/10с1, Москва",+7 (495) 662-82-41,"4,3",14 оценок,null,недоступно
https://yandex.ru/maps/org/arbitr/242006012760/,Арбитр,"ул. Большая Якиманка, 31, Москваофис 415",+7 (499) 230-13-76,"3,4",5 оценок,abarbitr.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/kulkov_kolotilov_i_partnery/170504480208/,"Кульков, Колотилов и партнеры","4-й Голутвинский пер., 1/8с5, Москваэтаж 3",+7 (495) 258-39-41,"4,2",49 оценок,kkplaw.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, международное право"
https://yandex.ru/maps/org/yushkov_i_partnyory/61534894125/,Юшков и партнёры,"Марксистская ул., 20, стр. 1, Москва",+7 (495) 920-03-35,"5,0",44 оценки,yushkovpartners.ru,банкротство
https://yandex.ru/maps/org/beloklyuchevskiy_i_partnyory/209607380085/,Белоключевский и партнёры,"Марксистская ул., 20, стр. 8, Москваподъезд 2, этаж 3",+7 (495) 640-33-27,"4,2",8 оценок,zakon.moscow,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство, международное право"
https://yandex.ru/maps/org/dals/214594855822/,ДАЛС,"Краснохолмская наб., 1/15, Москваподъезд 4, этаж 1",+7 (915) 353-09-10,"4,9",62 оценки,dals.expert,разрешено со всеми животными
https://yandex.ru/maps/org/yediny_tsentr_biznes_uslug_1okno/86198585325/,Единый центр бизнес услуг 1окно,"Малый Дровяной пер., 3, стр. 2, Москва",+7 (499) 113-75-76,"5,0",1 отзыв,1okno.com,разрешено со всеми животными
https://yandex.ru/maps/org/yurinflot/128027982057/,Юринфлот,"Таганская ул., 17-23, Москва",+7 (495) 792-57-01,"4,3",7 оценок,jurinflot.clients.site,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство, аккредитация иностранных представительств"
https://yandex.ru/maps/org/advokat_lomovtseva_o_v_/245178168659/,Адвокат Ломовцева О. В.,"Таганская ул., 31/22, Москва",+7 (993) 896-65-07,"4,9",33 оценки,advokat-lomovtseva.ru,"сопровождение сделок, арбитраж, взыскание долгов и убытков, налоговые дела"
https://yandex.ru/maps/org/strategiya_zashchity/66134842266/,Стратегия Защиты,"ул. Большая Полянка, 42, стр. 1, Москваофис 417",+7 (977) 114-99-87,null,Ещё нет отзывов,strategy-pravo.ru,разрешено со всеми животными
https://yandex.ru/maps/org/lexrus/173056066493/,Lexrus,"Всеволожский пер., 2, стр. 2, Москва",+7 (495) 822-02-50,"4,3",5 оценок,lexruss.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/kollegiya_advokatov_lebedeva_burova_i_partnery/1112463362/,"Коллегия адвокатов Лебедева, Бурова и партнеры","Москворецкая наб., 7, стр. 1, Москва",+7 (926) 013-61-72,"5,0",1 отзыв,www.advokat-177.ru,null
https://yandex.ru/maps/org/lex_familia/55211814987/,Lex Familia,"Товарищеский пер., 31, стр. 15, Москваэтаж 1",+7 (495) 120-90-34,"4,8",28 оценок,semeinoe-pravo.ru,разрешено со всеми животными
https://yandex.ru/maps/org/partnerstvo_pravovoy_pomoshchi/1120142633/,Партнерство правовой помощи,"Старомонетный пер., 10, стр. 3, Москва",+7 (495) 959-10-41,"5,0",1 отзыв,legal-partnership.ru,недоступно
https://yandex.ru/maps/org/advokatskiy_kabinet/186470396396/,Адвокатский кабинет,"Гончарная ул., 11, стр. 1, Москва",+7 (922) 297-93-54,null,Ещё нет отзывов,390395.lp.tobiz.net,"перерегистрация, ликвидация фирм, внесение изменений в документы, банкротство"
https://yandex.ru/maps/org/bankirro/211755161690/,Банкирро,"Марксистская ул., 22, стр. 1, Москва",+7 (499) 938-54-75,"5,0",1347 оценок,bankirro.ru,запрещено с животными
https://yandex.ru/maps/org/advokat_orlov_maksim_vyacheslavovich/118912446517/,Адвокат Орлов Максим Вячеславович,"ул. Большая Полянка, 42, стр. 1, Москваэтаж 4",+7 (926) 900-52-20,null,Ещё нет отзывов,null,"внесение изменений в документы, регистрация НОУ, АНО, банкротство, регистрация ООО, регистрация ИП, аккредитация иностранных представительств, ликвидация фирм, регистрация НКО, перерегистрация"
https://yandex.ru/maps/org/sokolov_trusov_i_partnyory/1218197088/,"Соколов, Трусов и Партнёры","Большая Андроньевская ул., 13, стр. 2, Москва",+7 (495) 786-87-56,"4,8",50 оценок,steplaw.ru,банкротство
https://yandex.ru/maps/org/yuridicheskoye_byuro_pronina_ponomareva_i_partnery/19416008323/,"Юридическое Бюро Пронина, Пономарева и партнеры","Марксистская ул., 3, стр. 1, Москваофис 526, этаж 5",+7 (985) 646-51-49,"4,2",6 оценок,ppplaw.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/gin_i_partnyory/98523933297/,Гин и партнёры,"Марксистская ул., 3, стр. 3, Москваподъезд 1, этаж 2",+7 (495) 601-97-83,"4,3",11 оценок,ginlegal.ru,недоступно
https://yandex.ru/maps/org/most_litigeyshn/30546820424/,Мост Литигейшн,"Марксистская ул., 22, стр. 1, Москва",+7 (495) 137-57-34,"3,9",7 оценок,null,разрешено с кошками и собаками
https://yandex.ru/maps/org/advokat_askerov_r_t_/17481845325/,Адвокат Аскеров Р. Т.,"Николоямская ул., 29, стр. 2, Москва",+7 (925) 731-75-34,"4,5",9 оценок,null,"внесение изменений в документы, банкротство"
https://yandex.ru/maps/org/tsentr_yuridicheskikh_uslug_na_tretyakovke/198891705706/,Центр Юридических услуг на Третьяковке,"ул. Большая Полянка, 7/10с3, Москва",null,"4,8",Ещё нет отзывов,mosadvocatura.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/migratsionny_advokat/196696266702/,Миграционный Адвокат,"ул. Большие Каменщики, 2, Москва",+7 (985) 109-64-01,"4,3",10 оценок,fms-advokat.ru,"банковским переводом, наличными"
https://yandex.ru/maps/org/moy_dom/139629309464/,Мой дом,"Волгоградский просп., 4А, Москва",+7 (499) 938-90-35,"4,8",64 оценки,null,разрешено с собаками до 35 см.
https://yandex.ru/maps/org/yurist_mediator_bigvava_n_a_/68417885434/,Юрист-Медиатор Бигвава Н. А.,"Марксистская ул., 22, стр. 1, Москва",+7 (968) 961-09-55,"4,3",6 оценок,null,null
https://yandex.ru/maps/org/pravo_/1231842806/,Право +,"Динамовская ул., 1А, Москва",+7 (915) 019-51-53,"4,8",1 отзыв,kapravo.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, международное право"
https://yandex.ru/maps/org/rayt_lo/96190076926/,Райт ЛО,"Николоямская ул., 58, Москва",+7 (903) 208-93-63,"4,3",6 оценок,right-law.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство, международное право"
https://yandex.ru/maps/org/pravoved/1014675209/,Правовед,"Марксистская ул., 10, стр. 1, Москваподъезд 1",+7 (926) 688-52-93,"4,9",34 отзыва,pravo-ved.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/advokat_sidulov_m_n_/150367596424/,Адвокат Сидулов М. Н.,"ул. Большие Каменщики, 2, Москва",+7 (977) 801-47-04,"4,2",5 оценок,sidulov.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/yuridicheskaya_kompaniya_lexo/1361538757/,Юридическая компания Lexo,"ул. Остоженка, 30, стр. 3, Москваэтаж 2",+7 (495) 637-37-74,"4,1",9 оценок,null,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, аккредитация иностранных представительств"
https://yandex.ru/maps/org/afonin_bozhor_i_partnery/32790225435/,"Афонин, Божор и партнеры","Воронцовская ул., 35Б, корп. 1, Москва",+7 (499) 649-12-36,null,16 отзывов,abp.legal,"регистрация АО, ликвидация фирм, регистрация ООО, внесение изменений в документы"
https://yandex.ru/maps/org/advokat_danilov_i_n_/44672643812/,Адвокат Данилов И. Н.,"Воронцовская ул., 35Б, корп. 2, Москва",+7 (916) 059-41-12,"4,2",6 оценок,advokat24ru.ru,запрещено с животными
https://yandex.ru/maps/org/fingard/15962614330/,ФинГард,"Марксистская ул., 22, стр. 1, Москва212, этаж 2",+7 (930) 333-52-01,null,Ещё нет отзывов,finguard.online,"QR-код, наличными"
https://yandex.ru/maps/org/moskovskaya_regionalnaya_kollegiya_advokatov/1737312128/,Московская региональная коллегия адвокатов,"Таганская ул., 36, стр. 1, Москва",+7 (925) 545-11-50,"5,0",Ещё нет отзывов,null,"сопровождение сделок, арбитраж, договорное право, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/mezhdunarodnaya_yuridicheskaya_kompaniya/1175560655/,Международная юридическая компания,"ул. Остоженка, 10, Москва",8 (800) 250-19-91,"4,6",45 оценок,www.law-russia.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, международное право"
https://yandex.ru/maps/org/rubasskaya_i_partnyory/58765454552/,Рубасская и партнёры,"Николоямская ул., 38, стр. 2, Москва",null,"4,2",7 оценок,www.rubasskaya.ru,"личный адвокат, военная служба, судебное установление фактов, уголовный адвокат, гражданское право, ознакомление с материалами дел в суде, запись судебных заседаний"
https://yandex.ru/maps/org/intellekt_pravo/127115653693/,Интеллект-право,"Зубовский бул., 4, стр. 1, МоскваСтроение 1, Вход в здание через подъезд ""союз журналистов России""",+7 (965) 229-74-85,"4,7",19 оценок,intellekt-pravo.ru,"регистрация НОУ, АНО, ликвидация фирм, регистрация ООО, внесение изменений в документы, банкротство, аккредитация иностранных представительств"
https://yandex.ru/maps/org/chelovek_i_pravo/1111599430/,Человек и право,"Волгоградский просп., 2, Москваофис 117, этаж 1",+7 (926) 204-78-06,"3,4",5 оценок,www.advokat-5175266.ru,недоступно
https://yandex.ru/maps/org/zabiznes/29941826907/,ZaБизнес,"Гжельский пер., 20, Москваофис 106",+7 (906) 036-82-05,"4,5",8 оценок,urcb.ru,"регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП"
https://yandex.ru/maps/org/yuradres_tsentr/1047515285/,Юрадрес-центр,"Пыжёвский пер., 7, стр. 2, Москваэтаж 1",+7 (495) 510-63-39,"4,6",37 оценок,uradres-centr.ru,запрещено с животными
https://yandex.ru/maps/org/dviros/1348514576/,Двирос,"Всеволожский пер., 2, стр. 2, МоскваБЦ Призма, подъезд 3, офис 201, этаж 2",+7 (495) 695-02-13,"4,2",18 оценок,dviros.ru,недоступно
https://yandex.ru/maps/org/proverenny_advokat/162067362372/,Проверенный адвокат,"Марксистская ул., 3, стр. 1, Москваэтаж 4, офис 421",+7 (963) 993-72-92,null,Ещё нет отзывов,pravo177.ru,"внесение изменений в документы, регистрация ООО, регистрация АО, банкротство"
https://yandex.ru/maps/org/federal_pravo/152079736347/,Федерал право,"ул. Земляной Вал, 64, стр. 2, Москва",8 (800) 333-87-31,"4,1",4 оценки,federalpravo.ru,"наличными, оплата картой, банковским переводом, рассрочка, безналичная, онлайн, QR-код, СБП, оплата кредитной картой"
https://yandex.ru/maps/org/advokatorium/46585152083/,Адвокаториум,"Пестовский пер., 16, стр. 2, Москва",+7 (969) 966-87-92,null,1 отзыв,null,"предоплата, наличными, оплата картой, электронными деньгами, банковским переводом, рассрочка, безналичная, онлайн, QR-код, СБП"
https://yandex.ru/maps/org/mezhdunarodny_pravovoy_tsentr/209017708009/,Международный правовой центр,"Воронцовская ул., 35Б, корп. 2, Москва",null,null,Ещё нет отзывов,null,недоступно
https://yandex.ru/maps/org/altera_invest/105390880003/,Альтера инвест,"Котельническая наб., 29, Москваэтаж 5",8 (800) 555-78-62,"4,8",306 оценок,alterainvest.ru,разрешено с собаками до 35 см.
https://yandex.ru/maps/org/bankrotstvo_fizicheskikh_lits/54498627191/,Банкротство физических лиц,"ул. Земляной Вал, 64, стр. 2, Москваофис 520",+7 (495) 181-06-09,null,1 отзыв,bankrotstvo-moscow.ru,разрешено со всеми животными
https://yandex.ru/maps/org/kollegiya_advokatov_gari_mirzoyan_i_partnyory/25351201281/,Коллегия адвокатов Гари Мирзоян и Партнёры,"Волгоградский просп., 2, Москва",+7 (495) 637-61-99,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/razdorov_i_kompaniya/117851160078/,Раздоров и компания,"Зубовский бул., 16-20с1, Москва",8 (800) 551-30-04,"5,0",201 оценка,razdorov-bankrotstvo.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/legko_/3355045474/,Легко!,"1-й Обыденский пер., 14, Москва",+7 (495) 220-41-40,"3,5",6 оценок,взыщемлегко.рф,"ликвидация фирм, банкротство"
https://yandex.ru/maps/org/peterka_i_partnyory/140641585607/,Петерка и Партнёры,"Таганская ул., 17-23, Москва",+7 (499) 754-01-01,"4,1",8 оценок,www.peterkapartners.com,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/aters/228790576157/,Атерс,"Барыковский пер., 5, Москва4, этаж 2",+7 (495) 143-25-44,"4,7",41 оценка,null,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/bolmasov_i_partnyory/119014054616/,Болмасов и партнёры,"ул. Большая Якиманка, 35, стр. 1, Москва",null,"5,0",Ещё нет отзывов,www.bolmasov.ru,null
https://yandex.ru/maps/org/advokat_tataurov_v_v_/124317459109/,Адвокат Татауров В.В.,"Новорогожская ул., 5, Москва",+7 (916) 324-92-99,"4,0",4 оценки,татауров.рф,банкротство
https://yandex.ru/maps/org/adamant/105975886779/,Адамант,"ул. Александра Солженицына, 5, стр. 1, Москва",+7 (495) 997-93-09,null,Ещё нет отзывов,www.collection-moscow.ru,разрешено со всеми животными
https://yandex.ru/maps/org/konsalt_optima/1136258101/,Консалт Оптима,"Раушская наб., 4/5с1, Москва",+7 (925) 743-97-54,"4,5",11 оценок,konsalt-optima.ru,null
https://yandex.ru/maps/org/garshina_i_partnyory/1360978085/,Гаршина и партнёры,"ул. Земляной Вал, 64, стр. 2, Москва",+7 (916) 727-01-71,"4,5",10 оценок,www.jur-firma.com,"ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/promkonsalting/90802969993/,ПромКонсалтинг,"Аристарховский пер., 3, стр. 1, Москва",+7 (926) 186-08-31,null,13 отзывов,pk177.ru,разрешено со всеми животными
https://yandex.ru/maps/org/kim_stepanov_i_partnery/215610042772/,"Ким, Степанов и партнеры","ул. Земляной Вал, 64, стр. 2, Москва",null,"1,5",15 оценок,null,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/umnoye_bankrotstvo/192550415025/,Умное Банкротство,"Марксистская ул., 22, стр. 1, Москваэтаж 7, офис 712",+7 (965) 229-73-86,"4,8",26 оценок,fpzashita.ru,банкротство
https://yandex.ru/maps/org/rezolyutsiya/72731843038/,Резолюция,"Кадашёвская наб., 26, Москва",null,"4,9",Ещё нет отзывов,egorovna.com,"арбитраж, взыскание долгов и убытков, юридическое сопровождение бизнеса"
https://yandex.ru/maps/org/yuridicheskiye_uslugi/85464897375/,Юридические услуги,"Волгоградский просп., 4А, Москва",+7 (967) 193-06-78,"5,0",Ещё нет отзывов,urist-gorin.ru,null
https://yandex.ru/maps/org/advokat_ulyanova_olga_viktorovna/108733779105/,Адвокат Ульянова Ольга Викторовна,"Николоямская ул., 52, стр. 2, Москва",+7 (926) 283-40-43,null,1 отзыв,ulyanova-advokat.tilda.ws,"Городской суд, Арбитражный суд, Районный суд, Мировые судьи, Областной суд"
https://yandex.ru/maps/org/yuridicheskaya_sotsialnaya_set_9111_ru/1067318807/,Юридическая социальная сеть 9111.ru,"Комсомольский просп., 7, Москва",8 (800) 333-02-65,"5,0",818 оценок,www.9111.ru,"регистрация НОУ, АНО, регистрация АО, перерегистрация, ликвидация фирм, регистрация ООО, внесение изменений в документы, регистрация ИП, банкротство"
https://yandex.ru/maps/org/chestnoye_pravosudiye/169415501690/,Честное правосудие,"ул. Земляной Вал, 64, стр. 2, Москва",+7 (985) 769-46-99,"4,5",Ещё нет отзывов,null,банкротство
https://yandex.ru/maps/org/nkts_etalon/1115295156/,НКЦ Эталонъ,"Марксистская ул., 34, корп. 10, Москва",+7 (495) 984-82-90,"5,0",133 оценки,www.nkce.ru,"сопровождение сделок, арбитраж, договорное право, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/goremykina_tsokol_i_partnery/1025323992/,"Горемыкина, Цокол и партнеры","ул. Большая Полянка, 7/10с1, Москва",+7 (495) 132-07-32,"3,6",6 оценок,lawoffice.ru,недоступно
https://yandex.ru/maps/org/sinum_adv/244173581759/,Синум Адв,"ул. Большая Полянка, 42, стр. 1, Москва",null,null,Ещё нет отзывов,synum.ru,недоступно
https://yandex.ru/maps/org/tsentr_bankrotstva_fizicheskikh_lits/21911129159/,Центр банкротства физических лиц,"Большой Дровяной пер., 21/12, Москваэтаж 1, офис 4",+7 (495) 241-32-71,"5,0",161 оценка,bfl-centr.ru,банкротство
https://yandex.ru/maps/org/gusarov_i_partnyory/74861967117/,Гусаров и Партнёры,"Динамовская ул., 1А, Москваэтаж 2, офис 210",+7 (495) 978-08-88,null,Ещё нет отзывов,dolgi-bankrotstvo.ru,запрещено с животными
https://yandex.ru/maps/org/nagovitsyn_i_partnery/88524687990/,Наговицын и партнеры,"ул. Земляной Вал, 64, стр. 2, Москва",+7 (916) 212-21-64,"4,6",26 оценок,наговицын.рус,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, восстановление утраченных документов, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/tsentr_yuridicheskoy_pomoshchi/117983924474/,Центр Юридической Помощи,"Воронцовская ул., 35Б, корп. 2, Москва",+7 (901) 729-39-01,"5,0",Ещё нет отзывов,house.center-ur.ru,"сопровождение сделок, восстановление утраченных документов"
https://yandex.ru/maps/org/84323416738/,Адвокат Цховребова А. В.,"2-й Обыденский пер., 12А, Москваэтаж 2",+7 (916) 610-32-05,null,Ещё нет отзывов,null,null
https://yandex.ru/maps/org/moskovskaya_oblastnaya_kollegiya_advokatov/182894268768/,Московская областная коллегия адвокатов,"Средний Овчинниковский пер., 12, Москва",+7 (916) 288-20-60,null,Ещё нет отзывов,nomoka.ru,null
https://yandex.ru/maps/org/konsalting_grupp_otsenka/159158533347/,Консалтинг Групп Оценка,"Пятницкая ул., 58, стр. 1, Москва",+7 (499) 638-27-55,"4,9",Ещё нет отзывов,nalog-kadastr.ru,null
https://yandex.ru/maps/org/yurmarkt/1170415024/,ЮрМаркт,"Тетеринский пер., 4, стр. 2, Москва",+7 (495) 212-93-17,"4,7",49 оценок,null,разрешено с собаками до 35 см.
https://yandex.ru/maps/org/advokat_antsupov_d_v_/190664647462/,Адвокат Анцупов Д. В.,"Зубовский бул., 15, стр. 2, Москва",+7 (926) 144-94-84,"4,4",12 оценок,advokati-moscow.ru,банкротство
https://yandex.ru/maps/org/sanktaleks/1278969808/,Санкталекс,"ул. Талалихина, 2/1к4, Москва",+7 (495) 671-47-97,"4,4",17 оценок,www.sanctalex.ru,"личный адвокат, семейное право, наследственное право, трудовое право, жилищное право, споры с банками, страховыми и кредитными организациями, защита авторских прав, судебное установление фактов, сопровождение сделок, защита прав потребителей, возмещение вреда здоровью, земельное право и недвижимость"
https://yandex.ru/maps/org/advokatskaya_kontora_45/1774202866/,Адвокатская контора № 45,"Малый Дровяной пер., 3, стр. 1, Москва",+7 (495) 287-69-03,"4,0",5 оценок,null,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, налоговые дела"
https://yandex.ru/maps/org/fosbi/154289110616/,Фосби,"ул. Льва Толстого, 5, стр. 1, Москва",+7 (495) 226-26-75,"4,4",20 оценок,fosbi.ru,"сопровождение сделок, арбитраж, договорное право, взыскание долгов и убытков, юридическое сопровождение бизнеса, бухгалтерское сопровождение бизнеса, налоговые дела, кадровое делопроизводство"
https://yandex.ru/maps/org/pervyye_po_bankrotstvu_rf/83878294505/,Первые-по-банкротству.рф,"Марксистская ул., 22, стр. 1, Москваэтаж 8, кабинет 801",+7 (925) 146-59-40,null,3 отзыва,первые-по-банкротству.рф,разрешено со всеми животными
https://yandex.ru/maps/org/kashkovskiy_pavlenko_i_partnyory/1082608163/,"Кашковский, Павленко и партнёры","Николоямская ул., 26, стр. 1-1А, МоскваБЦ Николоямская плаза",null,"5,0",1 отзыв,null,недоступно
https://yandex.ru/maps/org/fintegra/189581368635/,Финтегра,"Вишняковский пер., 10, стр. 1, Москва",8 (800) 500-06-82,"3,9",6 оценок,fintegra.ru,null
https://yandex.ru/maps/org/dal_konsalt/1026449268/,Дал Консалт,"ул. Станиславского, 29, стр. 2, Москва",+7 (495) 646-05-64,"4,8",18 оценок,null,недоступно
https://yandex.ru/maps/org/yuridicheskiye_uslugi/72843262231/,Юридические услуги,"Зубовский бул., 15, стр. 2, Москва",+7 (910) 455-51-00,"3,9",7 оценок,null,"личный адвокат, семейное право"
